userName,score,at,content,Aspek_Audio_Fitur,Aspek_Performa_Sistem,Aspek_Harga_Layanan,Sentimen,clean_teks
Mohamad Ridha,5,2024-10-21 18:36:51,Super cool..,0,0,0,1,super cool
Noel_377 P,1,2024-10-20 22:19:03,"lagu yang difavoritkan terkadang hilang dari playlist. sinyal wifi kuat tetapi lama sekali loading mencari lagu, dan masih ada lagi",1,1,0,0,lagu favorit terkadang hilang playlist sinyal wifi kuat lama sekali loading cari lagu masih lagi
M.Khairul Andri,5,2024-10-20 09:08:27,aplikasinya jelek sekali loadingnya sangat lama saat mencari lagu padahal internet lancar,1,1,0,1,aplikasi jelek sekali loadingnya sangat lama cari lagu padahal internet lancar
Rama,3,2024-10-20 06:21:56,terdapat bug yaitu lagu/album yang sudah ditambahkan ke perpustakaan menghilang/tidak ada. apabila ingin menambahkan lagu yang sudah ditambahkan juga hilang.,1,1,1,0,dapat rusak lagualbum sudah tambah pustaka menghilangtidak apabila tambah lagu sudah tambah hilang
Albu Bia,5,2024-10-17 23:18:23,its verry good,0,0,0,1,its verry good
Abijar Alfarik,1,2024-10-16 20:30:31,Tidak bisa di buka,0,0,0,0,bisa buka
Mahar Cita,5,2024-10-16 08:50:26,Pilihan lagu banyak sound nya bagus,1,1,0,1,pilih lagu banyak sound nya bagus
RICKY DARION,5,2024-10-14 06:16:10,awesome,0,0,0,1,awesome
احماد لوغوف,5,2024-10-12 22:32:26,Aku Suka.,0,0,0,1,suka
Andika Danil,1,2024-10-12 18:06:28,tolong apple di perbaiki algoritma nya,1,1,1,0,apple baik algoritma nya
setia chenel,1,2024-10-12 13:36:01,Berlangganan ternyata,0,0,1,0,langgan nyata
Dilla fadilla,4,2024-10-12 07:26:24,bagus sih cuma ga seperti resso dan ttm ada mix sndiri Apple music mirip Spotify ribet,0,0,0,1,bagus sih cuma seperti resso ttm mix sndiri apple music mirip spotify ribet
Jun Yu,5,2024-10-10 22:59:06,Semoga Procreate ada di android 💐,0,0,0,1,moga procreate di android
Redmi X,3,2024-10-09 15:12:14,"Dear, Apple music kenapa saya login nggak bisa masuk padahal udh saya login udh bener, nama udh bener sandi bener kode verifikasi udh bener kenapa gk bisa masuk.",0,1,0,1,dear apple music saya login masuk padahal saya login bener nama bener sandi bener kode verifikasi bener gk bisa masuk
Mas Atek,2,2024-10-07 21:00:02,Aplikasi berbayar,0,1,1,0,aplikasi bayar
Brian Bnd,5,2024-10-07 12:38:02,suara sangat bagus ok banget dah,1,0,0,1,suara sangat bagus banget dah
Jnth Abzr,1,2024-10-04 17:08:10,sering big kadang buffering padahal sinyal lancar terus ganti ganti sendiri,0,1,0,0,sering big kadang lambat padahal sinyal lancar terus ganti ganti sendiri
Erlin Laiyan,5,2024-09-29 17:47:33,Apalikasi lagu ini bisah meng hibur kita untuk tidur dan meredah kan amara kami parah fens laguh ini,1,1,0,1,apalikasi lagu bisah meng hibur untuk tidur redah kan amara jelek fens laguh
Febrian Ramadhan,1,2024-09-27 08:35:23,"Habis update malah tidak bisa memutar lagu, cuma buffering saja kemudian langsung loncat ke lagu berikutnya dan yg berikutnya juga hanya buffering, kualitas audio sudah di setting paling rendah, penghemat baterai sdh di matikan, data sudah tidak dibatasi, sudah di instal ulang, sudah clear cache, tapi masih tidak bisa memutar lagu juga. Jaringan stabil pakai wifi",1,1,0,0,habis update malah bisa putar lagu cuma lambat kemudian langsung loncat lagu ikut yg ikut hanya lambat kualitas audio setting paling rendah hemat baterai sdh di mati data batas di instal ulang clear cache masih tidak bisa putar lagu jaring stabil pakai wifi
My Guardian,1,2024-09-27 04:27:46,NOT WORTH IT..EVERYTHING USE MONEY TO BUY MUSIC,0,0,0,0,not worth iteverything use money to buy music
E. Suke,1,2024-09-26 18:13:06,Bagus cuma harus pake akun asli di hp bukan di google crom sangat mengecewakan dan kecewa berat.,0,1,0,0,bagus cuma pake akun asli hp bukan google crom sangat kecewa kecewa berat
Rangga Rajasa,4,2024-09-24 14:04:13,"Saya tidak tahu,Musik yang saya dengarkan, sering sekali lanjut ke musik berikutnya",1,0,0,1,tidak tahumusik saya dengar sering sekali lanjut musik ikut
Piki Fadhillah Ramadhan,4,2024-09-24 01:09:34,"Sudah sangat bagus, saran saya untuk lebih meng-akuratkan lagi algoritma agar pendengar selalu menikmati musik seperti keinginan genre mereka..",1,1,0,1,sangat bagus saran untuk lebih akurat algoritma dengar selalu nikmat musik ingin genre
nendi suherman,5,2024-09-23 19:14:56,Bagus musik karoke,1,0,0,1,bagus musik karoke
Adnayirr Gaming,3,2024-09-21 19:49:06,please perbaiki banyak bug nya,0,1,1,0,please baik banyak rusak nya
endiN Sas,5,2024-09-17 17:23:08,"Ok , jeniuuusss. Terimaksih",0,0,0,1,jeniuuusss terimaksih
Halik,5,2024-09-14 21:48:37,wa Halik batua jln melati simpan 3 jln sentosa,0,0,0,1,wa halik batua jln melati simpan jln sentosa
sumiati eutik,1,2024-09-13 17:24:27,selalu gagal dan susah di donwlot,0,1,0,0,selalu gagal susah donwlot
Adin rampak Cep adin,5,2024-09-13 07:04:39,Assalamualaikum saya ini dari langeng jaya,0,0,0,1,assalamualaikum ini langeng jaya
Reina Elvira,5,2024-09-13 05:12:43,Aplikasi streaming musik dengan kualitas terbaik.,1,1,1,1,aplikasi streaming musik kualitas baik
bob last446,3,2024-09-12 18:36:57,"Volume lagu tidak rata, ada lagu yg kenceng banget ada yang pelan banget. Berbeda dengan versi di ios yg volumenya hampir sama. Bug tiba tiba next lagu juga masih ada",1,1,1,0,volume lagu rata lagu yg kenceng banget yang pelan banget beda versi ios yg volume hampir sama rusak tiba tiba next lagu masih
Putri Rahayu,1,2024-09-12 16:01:05,Gapaham cara gunanya njir,0,0,0,0,gapaham cara guna njir
Fathir Adrian Muhammad,5,2024-09-12 05:11:14,bagus banget kamu apple,0,0,0,1,bagus banget kamu apple
LyrzStrix Gaming,1,2024-09-10 18:47:48,"Usseless, tidak bisa digunakan. Harus memiliki id apple",0,0,0,0,usseless bisa guna milik id apple
Wahyuni Yuyun,1,2024-09-08 20:55:24,masuk nya aja ribet bgt lol,0,1,0,0,masuk nya aja ribet banget lol
Hizbi Maulana,1,2024-09-07 08:09:19,🤣gabisa dibuka coy di Android gw,0,1,0,0,tidak buka coy android
Dhany Lucas,5,2024-09-06 19:51:33,Oke,0,0,0,1,oke
AlRIZKY,5,2024-09-05 21:21:22,Bagus bet dah,0,0,0,1,bagus bet dah
Hyra Hamada,5,2024-09-05 15:23:39,"Aplikasi streaming musik Lossless terbaik menurut gw, di banding spotify beda jauh 😁 lebih mantep nya dapet Trial 3 bulan, kapan lagi bisa dengerin lagu Hi-Res gratis",1,1,1,1,aplikasi streaming musik lossless baik saya banding spotify beda jauh lebih mantep nya dapet trial bulan kapan bisa dengar lagu hires gratis
Kusnadi Rijal,3,2024-09-03 19:09:38,Oke,0,0,0,1,oke
axis net0838,2,2024-08-31 20:29:31,ini juga,0,0,0,0,juga
RYE,1,2024-08-31 04:24:06,"Suara b aja, nggak bisa kek Spotify, abis lagu langsung dapet rekomendasi lagu yg otomatis diputar",1,1,0,0,suara b aja bisa kek spotify abis lagu langsung dapet rekomendasi lagu yg otomatis putar
Raihan Habiburahman,4,2024-08-30 22:59:50,Bagus,0,0,0,1,bagus
Lana Jaya,5,2024-08-30 01:45:06,Jatna,0,0,0,1,jatna
Aldi,5,2024-08-29 13:54:57,Ko ni try dan,0,0,0,1,ko ni try
Laode Mere,1,2024-08-28 09:09:47,Pornogravi *,0,0,0,0,pornogravi
Julianggraini Dama,5,2024-08-28 02:32:14,"Sangat bagus,",0,0,0,1,sangat bagus
Nami,1,2024-08-27 23:24:25,Harus bayar dan suaranya jelek,1,0,1,0,bayar suara jelek
Aditya Christian,5,2024-08-27 17:36:44,The best music apps ever!,0,0,0,1,the best music apps ever
Aku Susah,5,2024-08-27 16:16:12,sangat puas,0,0,0,1,sangat puas
Sahmani Mani,5,2024-08-26 20:50:02,Baik Terimakasuh segala sesuatu anda semua .,0,0,0,1,baik terimakasuh segala anda semua
Nabawi Ahmad,5,2024-08-25 19:35:55,Aplikasi nya nyaman dibawa bawa di dalam kantong,0,1,0,1,aplikasi nya nyaman bawa bawa dalam kantong
Hasna Firdausi,3,2024-08-24 20:10:57,"suka sih sma apple music terkhusus sama losless nya, gila mantep bgt. cuma kurangnya di aku akhir² ini lagu yg aku play suka tiba tiba ilang suaranya, ganti jadi suara tv burek coba. paham kan gimana?😭 idk salah/erornya ada dimana. terus satu lagi, kadang ada album yang satu lagunya tbtb gabisa diputer jadi langsung loncat ke lagu berikutnya. semoga cepet normal aja deh dan bisa diperbaiki dari pihak appmus nya. Terimakasih.",1,1,1,0,suka sih sma apple music khusus sama losless nya gila mantep banget cuma kurang akhir lagu yg saya play suka tiba tiba hilang suara ganti jadi suara tv burek coba paham kan gimana idk salaherornya mana terus satu kadang album satu lagu tbtb bisa puter jadi langsung loncat lagu ikut moga cepet normal aja deh bisa baik pihak appmus nya terimakasih
Izam,1,2024-08-24 10:48:54,"This doesn't work, network is not detected",0,0,0,0,this doesnt work network is not detected
Margud 098,5,2024-08-23 21:36:09,Bekerja buruh tani,0,0,0,1,kerja buruh tani
Iqbal Harahap,2,2024-08-23 18:51:36,"Aplikasi kapitalis, kualitas suara pas-pasan.",1,1,0,0,aplikasi kapitalis kualitas suara paspasan
pingker net,2,2024-08-22 19:04:45,yah,0,0,0,0,yah
Muhammad Mikail Fauzan Husna,5,2024-08-12 18:39:25,Bismillahirrahmanirrahim aplikasi ini bagus,0,1,0,1,bismillahirrahmanirrahim aplikasi bagus
Ethan Hunt,4,2024-08-12 06:53:42,Apknya Error Occurred terus Tolong di cepet diperbaiki dong,0,1,1,1,apknya rusak occurred terus di cepet baik dong
Sudarsih 0368,5,2024-08-11 16:52:17,"Apple music is the best digital streaming platform. Lagu paling lengkap, kualitas audio paling baik hingga Hi-Res Lossless, fitur Spatial Audio/Dolby yang mantap. Bahkan lagu klasik seperti Beethoven pun lengkap! (bisa pakai aplikasi Apple Music Classical). Semua itu bisa didapatkan hanya dengan 55 ribu/bulan. Nikmat mana lagi yang kalian dustakan?",1,1,1,1,apple music is the best digital streaming platform lagu paling lengkap kualitas audio paling baik hingga hires lossless fitur spatial audiodolby bagus bahkan lagu klasik beethoven lengkap pakai aplikasi apple music classical semua bisa dapat dengan ribubulan nikmat mana yang kalian dusta
Faisal Abdi,4,2024-08-11 06:05:21,Dari semalem gangguan terus kalo bisa cepet di tanganin,0,0,0,1,semalem ganggu terus kalau cepet tanganin
Novri Dwi Permana,5,2024-08-10 12:32:45,I love the quality of the music Apple music!,0,0,0,1,i love the quality of the music apple music
YUSNI RAKSANJANI,5,2024-08-09 16:52:23,Sangat sangat baguuuss,0,0,0,1,sangat sangat baguuuss
Anom Jr,5,2024-08-07 22:26:11,Aplikasinya mantap nih saya suka,0,1,0,1,aplikasi bagus nih suka
Satrio Jayenk,5,2024-08-05 19:26:32,mantap,0,0,0,1,bagus
nadi Anwar,1,2024-07-31 12:48:15,gk jelas,0,0,0,0,gk jelas
tribanyu Bangbang,5,2024-07-31 10:55:33,Bagus,0,0,0,1,bagus
Allan Moy,5,2024-07-30 12:56:54,"Suaranya mantap, berlangganannyapun tdk mahal",1,0,1,1,suara bagus langgan tdk mahal
Rozi Sujarwo,5,2024-07-28 14:01:48,Jelek menang loseless,0,0,0,1,jelek menang loseless
Rakan Wijaya,1,2024-07-27 17:44:19,Beberapa lagu di play list saya tidak bisa di putar,1,1,0,0,beberapa lagu play list tidak di putar
Wijdan Farizi,5,2024-07-25 21:38:47,Apple music emang best sih apalagi kualitas loss lessnya buh jos banget meski memakan banyak data disarankan pake wifi sih kalau streaming mau hemat data wkwkwk,0,1,0,1,apple music emang best sih kualitas loss lessnya buh jos banget meski makan banyak data saran pake wifi sih kalau streaming mau hemat data wkwkwk
Heri Hasalik,5,2024-07-24 09:40:07,Keren banget,0,0,0,1,bagus banget
ayang Daniel,5,2024-07-21 10:04:23,Mantap,0,0,0,1,bagus
Riand Evendi,2,2024-07-20 20:45:48,developer jangan males ya bikin aplikasinya masih lag untuk pemakaian,0,1,0,0,developer jangan males buat aplikasi lambat pakai
ardi wibowo,5,2024-07-20 06:55:54,Keren,0,0,0,1,bagus
Indra Surya,4,2024-07-19 05:26:27,"Release itunes for Android please, your device is overpriced.",0,0,1,1,release itunes for android please your device is overpriced
Piat Piat,5,2024-07-17 00:49:16,Gadiyangdidi,0,0,0,1,gadiyangdidi
A,2,2024-07-15 22:12:37,Kebanyakan bugs,0,1,0,0,banyak bugs
_Rull Cw,5,2024-07-13 20:27:21,sangatt baguss 👍👍👍👍👍,0,0,0,1,sangatt bagus
Lawang Gsm,5,2024-07-13 19:04:12,Fbeirf,0,0,0,1,fbeirf
dita dezpi,5,2024-07-13 12:06:25,Asik banget ini apps... Suara jernih,1,0,0,1,asik banget apps suara jernih
Andri,5,2024-07-12 08:50:45,Aplikasinya sangat bagus kualitas audio nya jernih,1,1,0,1,aplikasi sangat bagus kualitas audio nya jernih
usskiee,3,2024-07-12 00:54:08,Kasih 3 dulu dahh ntar kalo bagus kasih 5,0,0,0,1,kasih dulu dahh ntar kalau bagus kasih
sofia Anggraini,1,2024-07-11 23:21:56,"Sangat mengecewakan,di kira bisa di putar secara online,ternyata harus berlangganan,apk menyesatkan",1,0,1,0,sangat mengecewakandi kira di putar onlineternyata berlanggananaplikasi sesat
Ibrahim Arraziq,4,2024-07-11 18:19:37,Good app,0,0,0,1,good aplikasi
Dimas Royyan Firdaus,3,2024-07-10 21:45:32,Hi res lossless pada dac saya menjadi buruk,1,0,0,0,hi res lossless dac jadi buruk
Rey Reynaldo,5,2024-07-09 15:12:34,pokoknya keren abis apknya😁,0,0,0,1,pokok bagus abis apknya
Dewa 19,5,2024-07-08 16:57:24,ATAIK,0,0,0,1,ataik
Aditya Putra,3,2024-07-07 07:48:27,Ga bisa bypass apa masa tetep di resampling padahal udah pake dac ayolah android semua biar ada setingan bypass,0,0,0,1,bisa bypass apa masa tetep resampling padahal pake dac ayo android semua biar ting bypass
Anita Lestari (Anita),5,2024-07-07 00:46:44,Mantap sih,0,0,0,1,bagus sih
lani oktaviani102,4,2024-07-06 12:38:18,"Baru sih ,tapi good mood",0,0,0,1,baru sih good mood
Hmc User,5,2024-07-04 18:51:07,"Auto dark / black, background please add in your laman web",0,0,0,1,auto dark black background please add in your laman web
Nurzaman Kyle,5,2024-07-04 11:35:37,"Akhirnya bisa dengerin musik di apple musik pake andriod, yg comment negative berarti orang nya bego gak bisa cara ngegunain nya",1,0,0,1,akhir dengar musik apple musik pake andriod yg comment negative arti orang nya bego bisa cara ngegunain nya
Andiva Rosella,5,2024-07-03 01:40:09,Bagus Apple musicnya. Kalau. Mau. Dengar. Sampai. Habis. Ya. Lebih. Maju. Lagi. Apple. Musih. Semoga. Lebih. Banyak. Lagi. Yang. Ingin. Mendengarnya selamat. Berjuang untuk mencapai tujuannya Tuhan. Memberkati🙏👍😊😊,0,1,1,1,bagus apple musicnya kalau mau dengar habis lebih maju apple musih moga lebih banyak yang dengar selamat juang capai tuju tuhan kati
raihan Vespa 78,1,2024-07-02 05:56:26,RIBET,0,0,0,0,ribet
Mul Yana,5,2024-07-01 02:45:49,"Aplikasi yg bagus, cocok buat dengerin semua musik disini",1,1,0,1,aplikasi yg bagus cocok buat dengar semua musik sini
Harry Walter (Wikik Gavatara),1,2024-06-27 20:38:55,"Saya sudah langganan loh, kenapa beberapa lagu tidak bisa di putar?",1,1,1,0,sudah langgan loh beberapa lagu bisa putar
Kasmi Tahang,5,2024-06-26 20:14:50,Terimah kasih .,0,0,0,1,terimah kasih
Bos,1,2024-06-26 04:09:43,Ulasan,0,0,0,0,ulas
neyaaa,5,2024-06-23 14:22:48,keren,0,0,0,1,bagus
XeinCiosah,5,2024-06-20 09:25:38,"Mantap fitur audio banyak dan suara lebih enak di banding app sebelah, lebih worth it ini sih 🫡",1,0,0,1,bagus fitur audio banyak suara lebih enak banding aplikasi belah lebih worth it sih
siti jamilah,1,2024-06-18 07:01:52,terpayah,0,0,1,0,payah
bayu sutha,4,2024-06-15 15:21:02,Tgl 15 juni 24 sudah perpanjangan dan berhasil pembayaran tp kenapa di app tdk terupdate malahndiminta u melakukan pembayaaran kembali?,0,0,1,1,tgl juni panjang hasil bayar kenapa aplikasi tdk terupdate malahndiminta u laku pembayaaran
Bang Arip,5,2024-06-10 20:52:16,Okay,0,0,0,1,okay
CO2.,1,2024-06-09 21:41:15,gajelas gabisa masuk,0,1,0,0,jelas bisa masuk
Leony Agustina,1,2024-06-07 19:12:13,Mohon maaf saya ingin bertanya kenapa ketika setelah memasukkan kode verifikasi email selanjutnya tidak bisa tahap proses masuk pembuatan id apple nya utk android 🙏🏻,0,1,0,0,mohon maaf ingin tanya ketika masuk kode verifikasi email lanjut bisa tahap proses masuk buat id apple nya utk android
Nasikin Spr,1,2024-06-04 17:24:36,nasikinspr,0,0,0,0,nasikinspr
Pardiyono Pardi,5,2024-06-03 19:14:39,Ayo main musik,1,0,0,1,ayo main musik
Jhoni Wahyu,5,2024-06-03 13:09:36,Aplikasinya seruuuuuu dan sy menyukai.... Thanks for me..,0,1,0,1,aplikasi seruuuuuu sy suka thanks for me
Awi Agusta,1,2024-06-02 18:19:50,Apa coba loading kelamaan,0,1,0,0,apa coba loading lama
Dzaki Almas,5,2024-06-02 07:09:03,Dtepo,0,0,0,1,dtepo
Saharuddin Dgleo,5,2024-06-01 23:44:16,ACl Gamestop,0,0,0,1,acl gamestop
Shotaro Bayu,1,2024-06-01 12:07:58,Mau nyoba daftar pas masukin OTP gagal terus cuman pake tanda seru ga ada keterangan apa2,0,1,0,0,mau nyoba daftar pas masuk otp gagal terus cuma pake tanda seru ada terang apa
M. Rizal,1,2024-06-01 11:19:36,... gak bisa login,0,1,0,0,bisa login
Dimar Nurachman,1,2024-05-29 20:40:39,"What the hack bro , why I tried registering a new id but Cannot be processed and just There is a sign of caution, Policy please! Eliminate all the error",0,1,0,0,what the hack bro why i tried registering a new id but cannot be processed and just there is a sign of caution policy please eliminate all the rusak
Damaris Tina,5,2024-05-28 11:07:45,Mantap,0,0,0,1,bagus
I'm AL,1,2024-05-27 21:31:32,Sampah,0,0,0,0,sampah
rikki iqmal maulana,1,2024-05-27 21:03:50,gabisa bikin akun... heran,0,1,0,0,bisa buat akun heran
Ma'ruf Afandi,1,2024-05-27 01:18:08,Bikin akun aja di persusah KAMBING,0,1,0,0,buat akun aja susah kambing
Iman Chimi,5,2024-05-26 10:31:42,Nice⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,0,0,0,1,nice
Andri Saputra,1,2024-05-25 10:29:39,"Mau bikin id Apple masa gabisa kocak, ini gamau dapet pengguna apa? Diperbaiki ya soalnya saya mau berlangganan",0,1,1,0,mau buat id apple masa bisa kocak gamau dapet guna apa baik soal mau langgan
Yuli Yanto,1,2024-05-22 13:29:44,berak gak bisa bikin ID,0,0,0,0,berak bisa buat id
Pangkas rambut Aby,1,2024-05-19 21:49:51,Signal bagus tapi lama sekali kebukanya,0,0,0,0,signal bagus lama sekali buka
Farrell Edric,1,2024-05-19 11:54:01,Aplikasi burik ga bisa buat akun,0,1,0,0,aplikasi burik bisa buat akun
Nayla Quinesa,3,2024-05-18 07:25:07,kok di android ga bisa,0,0,0,1,kok android bisa
ucup citapen,1,2024-05-16 21:19:45,Okebaik,0,0,0,0,okebaik
google almiraadryni,5,2024-05-16 14:28:09,keren,0,0,0,1,bagus
Robby Suhartono,2,2024-05-15 16:28:19,Bisa diperbaiki untuk pelanggan keluarga. Karena saya g bisa kelola keluarga.dan stuck di loading.,0,1,1,0,baik langgan keluarga saya g kelola keluargadan stuck loading
Mochamad Rizki,5,2024-05-15 09:36:06,rumah 🏡 di rumah 🏡 di rumah 🏡🏡 yang di dalamnya dan,0,0,0,1,rumah rumah rumah di dalam
Raffa Aditya,1,2024-05-14 19:49:36,Harus berlangganan dulu biar bisa denger music🤦,0,0,1,0,langgan dulu biar dengar music
Syaiban Hilmi Aziz,3,2024-05-13 10:53:25,Tolong perbaiki masalah dimana ketika musik mau dimainkan tiba tiba pause sendiri gak jelas,1,1,1,0,baik masalah ketika musik mau main tiba tiba pause sendiri jelas
