userName,score,at,content
Debi Maulana Ahsan Halla,5,2023-02-20 15:34:04,"Keren. Tambahkan playlist lokal Indonesia seperti Jawa, Sunda, Melayu, Batak, dll."
Dedi Hanapiah,5,2023-02-18 08:52:07,Kren
Cah Nyentrik,5,2023-02-16 12:39:34,"Yg pemakai APPLE paham lah ya, yang gak kenal apple ya koment nya ngasal wkwkwkwk, suara nya bagus selain bisa dengerin di iphone bisa dengerin di android tinggal log in icloud beres album semua bisa di puter bareng keluarga. Good saya suka."
Maxioppue Max,2,2023-02-16 05:10:22,Bagus👍
Andriana Andri,5,2023-02-13 08:26:57,Kualitas audionya bagus bener.
Yuliana Ratna,5,2023-02-11 19:17:53,👍👍👍👍👍👍👍👍👍👍👍👍
Hadi Putra,5,2023-02-07 21:53:59,Mantap
asep noerdin,5,2023-02-07 11:49:13,Mantaplah
Park JI Hyo,5,2023-02-07 06:41:18,Suka banget sama aplikasi ini 🫰🏻🫰🏻🫶🏻
Rezky Private,1,2023-02-04 13:30:51,Bagus
Satria Indra Syauqi,4,2023-02-03 21:37:39,"Harus lebih baik lagi, dari kualitas musik udah juara. Tinggal penyempurnaan UI saja. Saya rela lo selingkuh dari aplikasi ijo sejak tau kualitas apple music"
Fasriani Amal,5,2023-02-02 18:35:34,Ani
Tatang Sunaryo70,5,2023-02-02 02:19:11,Mantap
edhie ipurr,5,2023-02-01 10:05:00,Menambahkan koneksi upnp
Bony Sof,1,2023-01-31 11:03:20,"Invalud store id, us area ??? Maksudnya apa ini ???"
KING LEE,5,2023-01-31 02:46:44,Ok
Agus Ansori,4,2023-01-30 14:32:02,"Sudah bagus tolong ditingkatkan lagi utk bisa akses bypass dac eksternal, suara jdi aneh kayak tiap frekuensi di boost semua klo pake dac eksternal"
Sahrul Romadhoni,1,2023-01-29 12:11:19,Playlist saya berisi ribuan lagu hilang
Rifandhia Thufail,1,2023-01-28 06:00:23,"Ga bener nih, nyedot Gopay gua, 61k, gw itu buat nabung ajgggggg, ni Apple main comot aja, ijin kaga, jgn download ini sumpah. Gabener!!"
Atanasius Dyfan,5,2023-01-27 00:28:03,Kurang stabil
Rifi gaming,1,2023-01-25 18:35:45,GA JELAS
Lunar Music Hunter,1,2023-01-24 10:55:50,Coba gratis tidak bisa digunakan
Geoffory Effendi,5,2023-01-24 06:00:05,Lina Lote
Devi Novita Sari,3,2023-01-22 16:13:59,Joox sekarang tdk bagus lagi musik byk hilang kesini semoga tidak kecewa
RIX STAR,1,2023-01-21 15:25:00,Kecewa dengan aplikasi ini. Ingin dengar lagu saja harus bayar. Saya memang punya uang tapi mana mungkin saya rela memberikan sepeserpun uang hanya untuk mendengar musik. DASAR PELIT
Iand Mahardhika,1,2023-01-18 19:21:08,"Pakai Pemutar music lain gak ada kendala saat mendengarkan via TWS, giliran pake Apple Music bluetooth TWSnya putus² terus, padahal udah pake versi berbayar."
Purwati.s,1,2023-01-17 22:58:01,kaum gratisan minggir
Satria Wijaya,3,2023-01-17 16:22:48,"Yang lainnya sudah bagus. Segi kualitas dan kuantitas lagu sungguh lengkap. Hanya saja sejak update terakhir hingga sekarang, tidak bisa ditransmisikan ke android TV. Bisa terhubung tapi lagu tidak terputar. Apa yang salah? Mohon diperbaiki!"
Ukki Roials,4,2023-01-17 11:14:28,"Keren sih! Kekurangan nya macam Netflix, gak bisa masuk cek² judul klo belum langganan."
Anan Hartanto,1,2023-01-16 23:37:09,"""Apple music terus berhenti"""
Dewi Arsidah,3,2023-01-16 23:14:49,"bug on dolby atmos, automatically select film mode while listening music"
Jeong Jaehyun,5,2023-01-16 17:09:18,❤️‍🔥
agi a,5,2023-01-16 12:11:23,"terima kasih sudah menghiburku.lain kali aku akan ke sini lagi ,musikmu sangat menyejukkan telinga ,musik yang di dengar juga sangat sangat sempurna ❤️😊ありがとうアップルミュージック。"
bodek bae,1,2023-01-15 20:57:55,Crash gak bisa di buka min
Moh Ridwan Hidayat,5,2023-01-14 17:43:25,Suaranya bagus
Anton Tea,4,2023-01-12 21:22:53,Aku kasih 4 bintang dulu
Kim Ji Yan,4,2023-01-12 16:30:20,APLIKASI STREAMING MUSIC PALING OKE 🫰🏻🫶🏻❤️
Adel Aja,2,2022-12-31 07:56:54,Tes Selamat pagi gitu
Womepa Mbolle,5,2022-12-31 00:42:45,Putar lg
Bg cimun chanel,5,2022-12-26 16:45:23,Mantap
Adibrata,5,2022-12-24 12:08:35,"Better than spotify, but please dont region lock"
KING LEE,5,2022-12-24 08:37:36,Ok
Rino Ardan,5,2022-12-22 20:48:39,Asil donwor saya
Arbinand Roffi Ilmi,5,2022-12-20 21:34:09,The sound so impressive😍
Iwan M.ridwan,5,2022-12-18 07:07:04,Buka apple musik
Andinhezt Pramudita,5,2022-12-17 02:19:27,Sangat baik
O sky,2,2022-12-14 17:00:27,"BUG!, Apple music tidak bisa memutar musik dan next track terus-menerus."
Fidyah Arinni,3,2022-12-14 16:58:48,"Koneksi internet bagus. Tp lagunya gak bisa keputer tuh kenapa? Malah next ke lagu selanjutnya, kek gampang menyerah gitu njiiir"
Muhamad Yusup,5,2022-12-14 06:31:45,Dandut
Muh Arief Andryansa,2,2022-12-12 15:26:36,"tolong bugnya lebih diperhatikan dan diperbaiki secepatnya, saya ingin login ke apple music tapi tidak bisa dan saya sudah mencoba nya beberapa kali namun tidak bisa masuk ke akun"
HMM,3,2022-12-09 06:33:32,Bagus sih tapi kualitas suara labih bagus YouTube Music wkwkkwkkkwkwkkwkwkwkwkka
Irky,4,2022-12-08 14:45:32,Good
jodi wend,5,2022-12-08 00:25:58,Baguss
edy wiharwanto,5,2022-12-05 18:32:25,Jernih audionya
Ahmad Noval Ramadan,1,2022-12-05 16:38:11,idiot
Nyoman Arya,1,2022-12-04 06:21:55,Gk sesuai ekspektasi
Choi Kyung Hyun,5,2022-12-01 17:29:48,"Keren banget, suka banget sama aplikasi ini walaupun agak delay kalo pergantian lagu"
Zhariif,1,2022-11-30 18:56:26,P Gabut Intinya Ini Aplikasi. Habis Itu Kalo Mau Nanya Aku Ngapain Jawabannya 'Kamu Nanyeak'
Ruli Rustamawati,2,2022-11-28 09:44:44,Trimasi apple musik
Thiar Erna,4,2022-11-27 16:19:16,Bgus
Adestya Wahyu Irawan,5,2022-11-27 11:02:07,"Bagus, harus diingat juga semakin tinggi kualitas Lagunya, semakin besar penggunan Quota Data yang dipakai"
Sunarko Panong,5,2022-11-27 10:43:47,terbaik
Tohir Ahmad,5,2022-11-24 09:21:15,Terima kasih
wanwe records,5,2022-11-24 02:38:13,boleh boleh lah
Fajar Ghantenk,3,2022-11-24 00:02:39,Telu disit
Waldi Apriandi,5,2022-11-23 11:29:26,Mantap suara nya
Tarjono Jhon,1,2022-11-20 06:56:34,"Ga guna klo ga langganan, uninstall langsung lh nyari yg ga ush bayar 🤭 udh bayar data iya disuruh langganan pula"
A l f a,1,2022-11-19 13:49:38,Monyet
Park Ji Hyo,4,2022-11-19 07:15:10,Aku suka pake aplikasi ini ❤️
akun moba,1,2022-11-17 14:20:41,skip berbayar
Fidia Safitri,1,2022-11-16 07:05:21,"Saya melakukan melakukan pembelian premium namun tidak mendapatkan fitur tersebut, ini sangat tidak bertanggung jawab"
Mario Sam,5,2022-11-13 13:21:47,Hiresnya emg mantep dah
Ardi Susanto,3,2022-11-10 15:25:16,Want to know more
Fidelia Cantika R,5,2022-11-08 19:36:37,👍👍
Reno Bastian,5,2022-11-08 14:54:22,Good
Tuying Tahoo,2,2022-11-05 23:49:41,Ga bagus di paksa saya suruh langganan dulu Tidak ada percobaan
Muhamad Joni,5,2022-11-04 20:19:22,Bola Voli
adit bim,5,2022-11-02 07:17:14,goood
Rafly Setiawan,3,2022-11-01 23:02:07,Mau buat ID lama amat yah
Richad Simanjuntak,5,2022-11-01 21:38:02,"Keren, aplikasi streaming musik terbaik. Kualitas suaranya jernih Hi-Res Lossless."
thamaki kuznan,3,2022-10-27 22:00:01,"Gk bisa login cuk di android gw, minta kode verifikasi tp gk nongol2 sms ny"
Haerdin Uddin,2,2022-10-24 18:44:56,Lagi coba dulu
Mawan Sah,3,2022-10-12 21:58:04,Sebagai pemula.
Nayla Azzizah,1,2022-10-10 21:38:30,Kenapa ya force close terus? Udah lima kali lho saya install-uninstall
Ridho Kok,5,2022-10-10 10:32:43,Aku pongin lihat youtube aja kpk brn.
Kaa.,1,2022-10-08 21:44:18,"woe kok berbayar, apa emng dri dulu bgini?"
Geri Engelbert,5,2022-10-07 00:45:48,Murah sih. Tapi udah terlanjur pake spotify
Porter Nixon,1,2022-10-06 08:15:57,🤨🙏🙏🤨🙏🤨🙏😂😂🤨🙏🤨🙏🤨🤨🤨🤨🤨🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🌅😇🙂🙂🙂🙂😢
Rohmat pujianto,1,2022-10-04 00:54:18,Aplikasi tolol ga bisa dibuka
avgan,1,2022-10-02 01:07:05,please add settings to change the language inside the app
Hendriansyah,5,2022-09-30 23:32:10,sangat rekomend
Raja Alpa,5,2022-09-29 23:05:42,Apa liat liat
Ara Ara,1,2022-09-27 09:34:15,Masih kurang bagus
M. Rio,1,2022-09-25 01:39:49,"Baru buka suruh bayar,uninstal atu copoooot!!!....... cari lagi"
Thebest Gio,2,2022-09-24 03:02:41,Makasih
ff husni,1,2022-09-22 21:16:28,Repot
Silentz Gaming,1,2022-09-22 17:15:45,Kenapa patah patah
Pengguna Google,5,2022-09-21 16:30:27,Premium sound
A,3,2022-09-21 15:39:43,Donlot ini cuman buat pake radio online nya hehe
Adria Serein,1,2022-09-15 09:17:35,Error saat mengaktifkan mode lossless audio
Romy Adi,5,2022-09-13 22:05:57,Terima kasih dan salam sukses
Rendi S,5,2022-09-13 20:14:04,Pertama coba ternyata suaranya jernih banget
dinmer marbun11,3,2022-09-13 02:24:29,Perlu diperbaiki
Muhammad Fadli,5,2022-09-10 04:29:44,Bagus
Fabio Saputra,1,2022-09-09 16:04:38,Romairama
Indra Poedjangga,1,2022-09-06 08:42:34,"Aplikasi tolol,apa2 susah👎👎👎"
Abdurrahim Zulkifli,5,2022-09-05 09:33:43,Mantap
You'Qian Shen,1,2022-09-01 20:06:00,Biasa aja 🗿
Fahmi Sukirman,3,2022-08-31 12:15:28,"kayanya kalo di perangkat android mending pake spotify aja, masih ada bug nya.. koneksi tibatiba hilang, ga bisa muter lagu"
Teba latief,5,2022-08-31 09:34:34,Nice
Ilfan Satya,2,2022-08-30 20:32:40,"Apk nya bagus.,, tpi ini gak cocok buat saya soalnya ribet daftar nya mungkin ini khusus pengguna Hand phone Apple Dan juga Berbayar"
Apriyandi,4,2022-08-28 06:22:36,Bagus sih tapi makan banyak kuota -_-
panji syuhadak,3,2022-08-26 21:16:44,"Kualitas musiknya sudah paling baik, tapi penggunaannya masih cukup sulit. Terutama saat menghapus seluruh lagu tidak bisa sekaligus. Dimana harus satu² menghapusnya, dan itu cukup sulit, dimana aplikasinya juga masih belum stabil, seperti waktu menghapus lagu yg cukup banyak dan cepat, appsnya kadang suka error sendiri. Dan terpaksa gw hapus lagunya lwat Mac😭."
Muhammad Reza,1,2022-08-24 02:08:55,"Kapitalis sejati ada di aplikasi ini, jangan download woi"
Amirul Hidayat,1,2022-08-22 21:00:04,Gimana mau langganan kalau pilih paket aja sulit. 😤
Fajar Pratista,5,2022-08-19 02:45:15,Kenapa saya gak bisa berlangganan ketika di invite :(
The Vett Tech,5,2022-08-18 11:58:04,Hi res audionya mnatap
Epek Official,1,2022-08-18 08:35:54,Terlalu berbayar...
El Fadri Abdillah,1,2022-08-16 20:27:02,lagu sering mati sendiri
Ari Rupabeda,1,2022-08-15 12:45:45,"Beli paket Pelajar susah banget, padahal udah pake email kampus"
Yudha KM,1,2022-08-13 00:05:06,Bacaanya gratis 1 bulan eh pas buat akun suruh bayar
Rahma dihan,2,2022-08-12 17:04:44,"Terlalu banyak bug untuk standar Apple, sering next track sendiri, musik tidak mau memutar setiap aplikasi dibuka pertama kali, walau harus diakui koleksinya lengkap dan kualitas musiknya yang paling bagus dibanding layanan streaming musik lainnya, UI juga simpel dan nyaman."
Adi Candra,5,2022-08-10 11:44:20,Mantab jiwa
Valen Mahieu,1,2022-08-09 17:42:33,Mending Spotify sih walau ga bisa offline
Isma kholifaturrobiah,5,2022-08-09 12:07:47,"Musik lebih nyata dan jernih, tersedia banyak sekali pilihan lagu."
Kenzo Pattiasina,4,2022-08-08 07:46:17,🥰
Yoni Nurwinto,5,2022-08-07 16:01:12,Mantab
Asrun Mataiwoi,4,2022-08-04 22:48:41,Bagus
Candra Maulana,5,2022-07-31 21:34:51,Yuoss
Rayhand,4,2022-07-29 20:21:41,"1. Sometimes the lossless audio doesn't applied (maybe just the icon? ), 2. Equalizer doesn't take any effect sometimes, also have issui on wavelet 3. When Streaming online playlist sometimea the music stopped and playing the next song before it ends. i'll give it 5/5 without any doubt!"
Samsu Samsudin,5,2022-07-28 05:50:16,Om monata
Ozan,1,2022-07-26 20:35:12,bug restart anjim
Dedy Arman,1,2022-07-26 19:59:34,Susah masuknya.
moncroot kcarkciir wkwkw,1,2022-07-25 09:35:27,"Awalnya baik, begitu berbayar langganan, saya bayar satu bulan, trnyata Apple memutusin hubungan dgn koneksi saya, minta langganan dan bayar kembali, waduuh puyeng dbuatnya, berarti yg diberikan free satu bulan itu harus dibayar dfn cara tdk fair, hati hati para pembayar langganan"
Tania Putra,5,2022-07-25 00:01:52,Sangat bagus
Eno Sutisno,5,2022-07-22 08:22:38,Ok
Anto Mood1,5,2022-07-22 02:26:20,Bgus
Adam “Adam” Amssos,1,2022-07-21 04:54:14,"Gunakan aflikasi Anda minta bayar top up duit , baru download beberapa menit langsung otomatis Oke baik saya tendang aflikasi anda Apple musik , paksa berhenti hapus data copot bongkar aflikasi sampah busuk'"
Yeriko Tukan,4,2022-07-21 00:59:28,Kalo mau play musik kadang suka lama. Entah itu sinyal yang jelek atau aplikasi nya yang error
Tito,4,2022-07-20 08:30:46,Baik
tejo,4,2022-07-19 18:45:34,please add sort by genre option
I Made Subandi,5,2022-07-19 14:17:51,"I really like this aplikasi,best qualty of music"
Tati Rohayati,5,2022-07-17 12:34:01,"Apple bikin aplikasi itunes store dong buat android,saya suka offline dripada streaming. Sekali beli tidak perlu langganan."
Kukuh Supriadi,5,2022-07-14 12:27:20,Oke
Luthfi Muzhaffar,1,2022-07-14 07:01:21,"GAK ADA KONFIRMASI SAMA PEMILIK TIBA-TIBA SALDOKU DI POTONG APLIKASI MACAM APA INI, DIMINTA REFUND DIPERSULIT GAK REKOMENDED PAKE NI APLIKASI."
Ajo Kamilatu,1,2022-07-14 00:39:13,Buat yg menciptakan nya pucek dari gue aplikasi babi janagn install klo gk mau menyesal
Anthon Nugraha,5,2022-07-11 21:36:19,Sekolah
Redmi Achmad,5,2022-07-10 11:32:59,"Sial, kualitas musik disini sangat menggairahkan. Take ma money 💰"
Hisyam Abdul Ghani,1,2022-07-09 22:27:39,TOLONG PERBAIKI BUG YANG MEMBUAT MUSIK TIBA TIBA MATI SENDIRI!!!
Dolly Yusuf,5,2022-07-07 17:35:33,Ok
Akito Minami,5,2022-07-05 23:56:53,Bug jaringan
Evan Sunandar,5,2022-07-05 20:51:03,Keren
Yaya Sundayana,4,2022-07-03 20:49:26,Mantap 👍👍👍 Paling bagus pake jaringan tri 3G
Kumbang Hercules,5,2022-07-01 23:23:03,Sangat bagus👍👍👍
Helmos S,5,2022-07-01 07:36:19,Goood
Adnanjunet 13,5,2022-06-30 07:51:31,Aplikasi pemutar musik yg rekomend (y)
Glory Lie,3,2022-06-27 16:17:46,Bagussss... Tapi sayang... Folder lagu yg aku pilih indo / western ilang dong.. 🥲🥲🥲
Aji Supriyono,5,2022-06-26 23:30:36,Luar biasa👏🏼
Mawardi Alfarizki,4,2022-06-26 13:47:09,"please optimize the application again, so that users can feel the enjoyment of music in this application"
Iqbal Ananta,1,2022-06-23 08:42:52,Udah masuk pake akun icloud berkali-kali tetep gagal
Rijan Adel,1,2022-06-20 18:05:28,Tutuntut🐏🐇🐏
Tips&Trik,1,2022-06-20 07:54:02,"aplikasinya lemot. Loading mulu mau muter musik loading pencet menu penelusuran loading. Ini mah loading bukan koneksi internet loading karna aplikasi nya jlek, jadi males mau dengerin musik"
Suhud nHL,5,2022-06-19 21:07:51,👍🤗
Hamid Jaz,5,2022-06-19 18:05:42,Favorit dari dulu
Yeni Susilawati,5,2022-06-18 09:37:52,NICEE DEH
20_Tyrsha Medina,5,2022-06-15 20:57:48,Sipp ada sleep timernya
Muhammad Hilmi Aaqilah,4,2022-06-14 10:23:00,"Ternyata hanya masalah jaringan, langsung diturunin ke AAC. Tpi kenapa ga ada opsi untuk mematikan auto-resolusi?"
bert namm,2,2022-06-13 10:28:03,Apple Ngebug . Aplikasi ngebug rugi
Yogi Langka Setiawan,5,2022-06-13 01:13:03,Oke
Desi Ratna,1,2022-06-12 19:38:36,Huhuu ternyata ini berbayar ya ges ya. Jadi kalau nggak bayar ya nggak bisa buat dengerin lagu satu pun
Sahmid Sahmid,4,2022-06-12 08:27:51,Bgus
Miko Mikoo,4,2022-06-11 20:32:12,Sya sekedar ituaja
ATIRAN NARITA,5,2022-06-08 20:21:34,ATIRANNARITA
Diens Dienz,5,2022-06-08 15:21:47,"So good, have no competitors,,,"
Mr Kim (Lie),5,2022-06-08 09:45:41,"Aplikasi musik terbaik selain YouTube Music dan Spotify. Kualitas suara mantap, gak nyesel langganan berbayar."
Dia Widayati,1,2022-06-08 08:42:11,Ra jelas
FerdyMaulana,5,2022-06-07 15:32:53,Blm gw download
WP Prayugo,1,2022-06-07 02:14:30,Sekelas itunes alias apple music ga lengkap lagunya masih lengkapan aplikasi Musik Asik dari Melon Indonesia yg sebentar lg mau tutup sedih rasanya.. 😴
Aiestiaa_,1,2022-06-05 15:42:06,Gatau
Agung Sutrisna,5,2022-06-05 01:53:55,Good Aplikasi
Jang Yana,5,2022-06-03 01:28:00,Bagus sekali apk nya
Yayi Yayi,3,2022-06-02 03:10:01,Il nome è accollativo
Rakha Shidqi,4,2022-06-01 20:21:14,"Unfortunately, it seems that if you want to subscribe to Apple Music, you can't pay via Google Play anymore...."
Danz Gaming,1,2022-05-31 13:55:52,"Loncat loncat nih app bnyk bug , nyesel puter musik kek mode suffle padahal dah berlangganan aneh. Oh iya nih app serba bayar ya pake credit aokwkwwk Gapunya duit gue saramin jgn deh"
Dzakir Apriansyah,4,2022-05-31 08:22:47,Try It
Wisnu Probo P,5,2022-05-31 00:32:28,🙏😇🙏
Fanda Fahri,1,2022-05-28 21:47:21,Iove forever
Ian Dea,1,2022-05-28 00:54:23,Ternyata APLIKASI BERBAYAR yg RIBET auto uninstal
Andri Yantabrelawina,5,2022-05-22 19:33:11,Mantap
Mateolatte,3,2022-05-22 17:01:54,"Uinya sumpah jelek bgt,, pusing, enak pakek Spotify, tpi dri segi kualitas lagu sama kelengkapan lagu g usah di tanya lgi sih"
Theresia Verniati,5,2022-05-21 16:23:36,waktu berdoa cepat di setui oleh kudus di mana aja ku berdoa amin.
Budiono Prayogo,5,2022-05-19 06:37:40,top.
Fitanto to,5,2022-05-18 18:26:24,Duta music.👍
Fajar Muh YGI maros sulsel,1,2022-05-18 14:33:36,Jelek
Ahmad Nur Prabowo,5,2022-05-18 02:57:20,Akhirnya bisa dengerin lagu Hires. Walau punya iphone tapi dengerin. Di android enak juga. Terimakasih Apple atas aplikasi yang bagus ini
Saputra Yudha,5,2022-05-17 13:31:18,Kualitas suara rekaman terbaik
imas endang,1,2022-05-15 20:46:06,Gak bisa daftar
Meysuehiro Widiartha,1,2022-05-15 11:02:31,Apple Music ga jelas
Alfa Longdong,5,2022-05-13 22:25:28,Best app ever
Dinda Siska,3,2022-05-12 12:40:30,Tidak ada pengatur waktu tidur stop playing music
Muhammad Ridwan,5,2022-05-09 22:46:37,Di pasang di handphone streo makin enak
Adhim Ardiansyah,5,2022-05-08 21:53:09,"Tambahin fitur timer dong ,biar bisa dengerin sambil tidur ,untuk kualitas suara nya sudah sangat baik"
Yudhy Indra Pranata,4,2022-05-06 22:38:13,"Kualitas music Bagus karena ada yg lossless, tp sayangnya kadang sering force close sendiri."
Aziz Saputra,5,2022-05-06 19:37:12,"Semoga tahun depan bisa pakai iPhone lagi, soalnya iPhone xs udah dijual :("
Maria Matzela,5,2022-05-06 17:19:24,Baguss
Ali Ikin,3,2022-05-02 07:42:41,Bagus
Hendricus Viky Aldyarta,5,2022-05-02 00:09:50,Good
play music,5,2022-05-01 01:52:05,Woi kopi kopi
Pebri Gaul,5,2022-04-27 18:42:47,Ok
Ami fatikha,5,2022-04-27 16:34:07,Ami fatikha Disingosari
Muhammad Lutfi Syawaluddin,5,2022-04-27 08:39:19,"sebagai penggila musik, pertama kali mendengar audio dari Apple Music, gila keren banget suaranya! dari Jpop, Kpop, barat, sampai Indonesia pun hampir semua berformat lossless. algoritma nya pun oke punya dibanding merek sebelah. buat yg kuper lagu barat, bisa banget nyobain aplikasi ini biar kelihatan hits wkwk."
Timba Sumur,3,2022-04-27 04:12:15,Xe
Hadie Baru,5,2022-04-25 22:49:55,"Parah ini sih, nyesel bangat saya, kenapa saya baru nemu aplikasi musik sebagus ini. 5bintang adalah rasa puas saya sebagai penikmat musik. Saya suka ini."
Akbar Dwianto,3,2022-04-25 18:39:01,Gakbisa lossless ya? Kemarin bisa
Marjan Haris,5,2022-04-22 00:45:11,Mantqp
Michael Kwan,5,2022-04-20 08:11:48,"Menurut saya Apple music ini sangat bagus dan lengkap, Kualitas Audio nya bagus, Ada liriknya, Lagunya lengkap bahkan soundtrack film ada, dan lagunya pun tidak hanya barat tapi juga ada lagu negara lain juga Bagus....👍👍👍"
Irfie Irfiyah,5,2022-04-19 07:32:19,terserah
sansams,5,2022-04-17 22:46:00,"Apple music platform music yang emng terbaik, suara nya itu loh kualitas hig les yg super tinggi nya itu bagus bngat gila baru ini dengar suara musik dengan kualitas suara sebagus ini, pake henset enak bngat, di setel di mobil beh jernih bass nya itu bagus bngat, kalau yg bilang eror saran alihin dulu ke sinyal 3G beberapa hari terus konek ke WiFi habis itu ubah ke 4G dah lancar kalau gx di download ajh lagu nya, lagu nya bisa di pindahin ke SD card"
Mas hary,5,2022-04-17 13:35:07,"Perbulan y kami gk mampu, ""cukup share gratis berapa jam gitu Masih mending"""
rnzi,1,2022-04-17 10:41:18,Jelek klo bayar
Riska Phonna,1,2022-04-15 12:45:30,"Aplikasi yang sangat ribet dan buat emosi parah, niat gak mau kasih bintang satu pun saking kesal banget. Niat mau dengar music aja susah banget.."
Muhammad,5,2022-04-14 03:28:08,Bagus
Asep Panji Maulana,4,2022-04-13 06:28:38,"THE BEST BUT the equalizer often doesn't work, please fix this!!"
Heru Sitombul,3,2022-04-10 17:56:32,Music
Zaskia Azalia putri,1,2022-04-10 15:30:05,Apli g jelas🙄🖕
Budi Hartono,4,2022-04-09 12:14:06,Bagus skli
Adi Al Ghazali,5,2022-04-07 15:24:08,Mantap kualitas audionya memang apple music juaranya
Nilaras Ras,1,2022-04-02 20:19:47,menyukai
AGUS LIADI,5,2022-04-02 14:44:47,Mantap
denislimahelu “denis” limahelu,5,2022-04-02 05:59:00,Good
